,label,text
544,False,eea state: a member state of the european union and ani other state which is within the european econom area;
545,False,effici portfolio manag or epm: mean an econom appropri and cost effect transact aim at reduc risk or cost; or gener addit capit or incom with a risk level which is consist with the risk profil of a fund and the risk diversif rule laid down in the coll sourcebook;
546,False,elig institution: one of certain elig institut as defin in the glossari to the fca handbook;
547,False,esma: the european secur and market authority;
548,False,fca: the financi conduct author or ani other regulatori bodi which may assum it regulatori respons from time to time;
549,False,fca handbook: the fca handbook of rule and guidanc as amend from time to time;
550,False,fund: a trust or trust list in appendix a;
551,False,fund manag fee or fmf: the fix rate fee payabl to the manag inclus of all of the fee and expens which are paid by the manag in relat to the oper and administr of a fund;
552,False,hmrc: her majesty’ revenu and customs;
553,False,"invest manager: legal & gener invest manag limited, the invest manag to the manag of the funds;"
554,False,"invest manag agreement: an amend and restat agreement between the manag and the invest manag date 7 decemb 2015, as may be further amended, restat or supplement from time to time;"
555,False,"isa: an individu save account under the individu save account regul 1998, as amend or re-enact from time to time;"
556,False,manager: legal & gener (unit trust managers) limited;
557,False,"“mifid ii” or “market in financi instrument directive” mean the market in financi instrument direct 2014/65/eu as may be amended, supplemented, replac or consolid from time to time;"
558,False,net asset valu or nav: the valu of the properti of a fund (a the context may require) less the liabil of a fund as calcul in accord with the trust deed of that fund;
560,False,oecd: the organis for econom co-oper and development;
561,False,the pra: the prudenti regul authority;
562,False,prn: the product refer number assign by the fca to identifi each authoris fund;
563,False,register: the regist of unithold of each fund;
564,False,registrar: legal & gener (unit trust managers) limit or such other entiti as is appoint by the manag to act as registrar for the fund from time to time;
565,False,scheme property: the scheme properti of each of the fund requir under the coll sourcebook to be given for safekeep to the trustee;
566,False,sdrt: stamp duti reserv tax;
567,False,trust deed: the trust deed constitut each fund (a may be amend and restat from time to time) (includ ani supplement trust deed thereto);
568,False,"trustee: northern trust global servic se, who will also act as depositary, or such other entiti as is appoint to act as trustee;"
569,False,unit: or units: a unit or unit in a fund (includ larger denomin units);
570,False,unitholder: a holder of regist unit in a fund;
571,False,ucits: undertak for collect invest in transfer securities;
572,False,"u.s. person: mean ani citizen or resid of the unit state of america, it territori and possess includ the state and district of columbia and all area subject to it jurisdict (includ the commonwealth of puerto rico), ani corporation, trust, partnership or other entiti creat or organis in or under the law of the unit state of america, ani state thereof or ani estat or trust the incom of which is subject to unit state feder incom tax, regardless of source. the express also includ ani person fall within the definit of the term “u.s. person” under regul s promulg under the unit state secur act of 1933;"
573,False,valuat point: the valuat point for each fund as set out in appendix a of thi prospectus;
574,False,var: value-at-risk; and
575,False,vat: valu ad tax.
577,False,detail of the fund
579,False,"each fund is an authoris unit trust pursuant to section 243(1) of the financi servic and market act 2000 constitut by it trust deed. each fund is a ucit scheme for the purpos of the coll sourcebook. the head offic of each fund is at one coleman street, london ec2r 5aa. the date on which each of the fund receiv authoris from the fca and the prn for each fund is set out in appendix a. the manag is authoris and regul in the unit kingdom by the fca whose address is 12 endeavour square, london e20 1jn. each fund will be invest in accord with thi prospectu and the provis of the coll sourcebook applic to a “ucit scheme”. subject to the term set out in thi prospectus, holder of unit in each fund are entitl to receiv (or have accumulated) the net incom deriv from the relev fund and to redeem their unit at a price link to the valu of the properti of the relev fund. unithold do not have ani proprietari interest in the underli asset of a fund. the unithold are not liabl for the debt of a fund."
582,False,"the oper of each fund is govern by the coll sourcebook, it trust deed and thi prospectus."
584,False,the base currenc of each fund is pound sterling.
586,False,invest object and polici
588,False,"invest of the asset of each fund must compli with the coll sourcebook and the invest object and polici of that fund. detail of each fund, includ it invest object and policy, are set out in appendix a."
590,False,a detail statement of the gener invest and borrow power in respect of the fund is set out in appendix b.
592,False,the elig secur market and elig deriv market on which the fund may invest are set out in appendix c.
594,False,the manag
596,False,"the manag of each of the fund is legal & gener (unit trust managers) limited, which is a limit compani incorpor in england and wale on 28 april 1971 with regist number 01009418. the head offic and regist offic of the manag are set out in the directory. as at the date of thi prospectus, the amount of the manager’ authoris share capit is £26.5 million ordinari £1 share of which £15 million is allot and fulli paid up. the ultim hold compani of the manag is legal & gener group plc. the manag may deleg it manag and administr function to third parti includ associ subject to the rule in the coll sourcebook."
598,False,the manag is under no oblig to account to the truste of a fund or to the unithold of a fund for ani profit it make on the issu or reissu of unit or cancel of unit which it ha redeemed. the fee to which the manag is entitl in respect of each fund are includ within the fund manag fee.
600,False,"the manag also carri out the custom servic function for individu investors, the promotion, market and sale functions."
602,False,the director of the manag are as follows:
603,False,a. j. c. craven s. a. hyne h. l. morrissey h. j. e. solomon l. w. tom a. r. toutounchi m. j. zinkula (also a director of legal & gener invest manag limited)
604,False,"on an annual basi the conflict of interest regist for director within the legal & gener group are review and updated. thi requir all director to disclos ani interests, connect person and potenti relat parti relationships. the follow director hold extern directorships: a. r. toutounchi."
606,False,the manag also act as manag of the authoris unit trust and as authoris corpor director of the open-end invest compani set out in appendix f.
608,False,manag remuner polici
609,False,"the rule in the fca handbook regard remuner have been implement primarili to ensur that relev member of staff are not incentivised, by way of their remuner package, to take excess risk when manag funds. the manag ha approv and adopt a remuner polici (the “remuner policy”) which explain how the"
611,False,manag compli with the fca handbook and which staff are covered. a summari of the remuner polici is attach at appendix h.
613,False,invest manag
615,False,the manag ha appoint legal & gener invest manag limit to provid invest manag and distribut servic to the manager.
617,False,the invest manag is a member of the legal & gener group of companies.
619,False,the princip activ of the invest manag is the provis of invest manag services.
621,False,legal & gener invest manag limit is a limit compani incorpor in england and wale on 21 januari 1987 with regist number 02091894. the regist offic and head offic of the invest manag is set out in the directory.
623,False,term of appoint
625,False,the invest manag wa appoint pursuant to the invest manag agreement.
627,False,"subject to appropri control impos by the manager, all relev law and regulation, thi prospectu and the trust deeds, and further instruct given by the manager, the invest manag ha discret to take day to day invest decis and to deal in invest in relat to the invest manag of each of the funds, without prior refer to the manager."
629,False,the manag may deleg it manag and administr function to third parti includ associ subject to the rule in the coll sourcebook.
631,False,"the invest manag agreement may be termin by not less than six month’ written notic or immedi in certain circumstances. the invest manag is entitl to a fee paid out of the “fund manag fee”, as explain in section 15.5 below."
633,False,the truste and depositari
635,False,"the truste and depositari is northern trust global servic se, an authoris credit institut in luxembourg under chapter 1 of part 1 of the luxembourg law of 5 april 1993 on the financi sector. it is subject to supervis by the european central bank and the luxembourg commiss de surveil du secteur financier. it regist offic is at 6 rue lou hemmer, l-1748 senningerberg, grand-duché de luxembourg."
637,False,"it uk branch is authoris by the prudenti regul author and regul by the financi conduct author and prudenti regul authority. it princip place of busi is at 50 bank street, london e14 5nt, unit kingdom."
639,False,"the depositary’ ultim hold compani is northern trust corporation, a compani which is incorpor in the state of delaware, unit state of america, with it headquart at 50 south la sall street, chicago, illinois. the princip busi activ of the depositari is the provis of truste and depositari services."
641,False,"the truste and depositari is respons for the safekeep of all the properti of each fund and ha a duti to take reason care to ensur that each fund is manag in accord with the provis of the coll sourcebook relat to the price of, and deal in, unit and relat to the incom and the invest and borrow power of the funds. the depositari is also respons for monitor the cash flow of the funds, and must ensur that certain process carri out by the manag are perform in accord with the fca handbook, thi prospectu and the trust deeds."
645,False,term of appoint
647,False,"the truste deleg the custodi of scheme properti of all fund to the northern trust company, london branch. it regist and head offic is at 50 bank street, canari wharf, london. e14 5nt."
649,False,the appoint of the truste as depositari ha been made under an agreement between the manag and the truste (the “depositari agreement”). the depositari agreement is termin on receipt of six months’ written notic given by either party. the depositari may not retir voluntarili except on the appoint of a new depositary.
651,False,"subject to the ucit regulations, the depositari ha full power under the depositari agreement to deleg (and authoris it deleg to sub-delegate) certain part of it duti as depositary. it ha deleg custodi servic to the northern trust company, london branch (the “custodian”)."
653,False,the custodian ha sub-deleg custodi servic to sub-custodian in certain market in which the fund may invest. a list of sub-custodian is given in appendix g. investor should note that the list of sub-custodian in the prospectu is updat onli at each prospectu review. an up to date list of sub-custodian is maintain by the manag and is avail on request.
658,False,conflict of interest
660,False,the depositari may act as the depositari of other open-end invest compani and as truste or custodian of other collect invest schemes.
662,False,"the manag ha deleg a number of administr function to northern trust global servic se, includ fund account and valuat services. northern trust global servic se ha function and hierarch separ the perform of it truste and depositari function from the administr task deleg to it by the manager."
664,False,"it is possibl that the depositari and/or it deleg and sub-deleg may in the cours of it or their busi be involv in other financi and profession activ which may on occas have potenti conflict of interest with the fund and/or other fund manag by the manag or other fund for which the depositari act as the depositary, truste or custodian. the depositari will, however, have regard in such event to it oblig under the trust deed, the depositari agreement and the ucit regul and, in particular, will use reason endeavour to ensur that the perform of it duti will not be impair by ani such involv it may have and that ani conflict which may aris will be resolv fairli and in the best interest of unithold collect so far as practicable, have regard to it oblig to other clients."
666,False,"up to date inform regard (i) the depositary’ name, (ii) the descript of it duti and ani conflict of interest that may aris between the fund, the unithold or the fund and the depositary, and (iii) the descript of ani safekeep function deleg by the depositary, the descript of ani"
668,False,"conflict of interest that may aris from such delegation, and the list show the ident of each deleg and sub-delegate, will be made avail to unithold on request."
670,False,induc and soft commiss
672,False,induc
673,False,"the manag is subject to induc rule set out in the ucit direct pursuant to which it will not be regard as act honestly, fairli and in accord with the best interest of the fund or it unithold if, in relat to the activ perform when carri out it function it pay or is paid ani fee or commission, or provid or is provid with ani non-monetari benefit, other than those permit in the ucit direct e.g. a fee, commiss or non-monetari benefit paid by or on behalf of a third parti where the manag can demonstr (i) the existence, natur and amount of the fee, commiss or benefit and (ii) the payment of the fee or commission, or the provis of the non-monetari benefit are design to enhanc the qualiti of the relev servic and not impair complianc with the manager’ duti to act in the best interest of each fund or it unitholders."
675,False,soft commiss
676,False,"the manag or ani non-mifid authoris invest manager, it deleg or connect person of the non-mifid authoris invest manag may not retain cash or other rebat but may receive, and are entitl to retain, research product and servic (known as soft dollar benefits) from broker and other person through whom invest transact are carri out (“brokers”) which are of demonstr benefit to the unithold (a may be permit under applic rule and regulations) and where such arrang are made on best execut term and brokerag rate are not in excess of customari institut full-servic brokerag rate and the servic provid must be of a type which assist in the provis of invest servic to each fund."
678,False,mifid authoris invest manag
679,False,"in accord with it oblig under mifid, the invest manag shall return to the relev fund ani fees, commiss or other monetari benefit paid or provid by a third parti in relat to the invest manag servic provid by the invest manag to the fund as soon as reason possibl after receipt, and disclos in the annual report the fees, commiss or ani monetari benefit transfer to them."
680,False,"in particular, where the invest manag success negoti the recaptur of a portion of the commiss charg by broker or dealer in connect with the purchas and/or sale of securities, permit deriv instrument or techniqu and instrument for a fund, the rebat commiss shall be paid to the relev fund."
681,False,"the invest manag shall howev be permit to retain minor non-monetari benefit receiv from third parti where the benefit are such that they could not impair the invest manag from compli with it oblig to act in the best interest of a fund, provid they are disclos to the fund prior to the provis of invest manag servic by that entity."
682,False,"the invest manag may onli receiv third-parti invest research, provid it is receiv on such basi that it doe not contraven mifid or the rule of the fca and is of a scale and natur such that they could not be judg to impair their complianc with it duti to act honestly, fairli and profession in the best interest of each fund."
683,False,"invest research will not constitut an induc under mifid where it is paid for by the invest manag itself out of it own resourc or out of a research payment account fund by a specif research charg to the applic fund. in thi regard, the invest manag will discharg the charg relat to invest research which is or may be use by the invest manag in manag the asset of the fund out of it own resources."
686,False,registrar and regist of unithold
688,False,the manag ha respons for the mainten of the regist for each of the funds.
690,False,"the regist for each fund is kept at legal & gener (unit trust managers) limited, custom servic centre, brunel house, 2 fitzalan road, cardiff cf24 0eb and may be inspect dure normal busi hour by ani unithold or ani unitholder’ duli authoris agent."
692,False,the registrar’ fee is includ within the fund manag fee as set out in thi prospectus.
694,False,valuat and trust account agent
695,False,the fund valuat and unit trust account function for all fund are outsourc to northern trust global servic se. the fee for carri out these function are includ within the fund manag fee as set out in section 15.5 of thi prospectus.
697,False,unit class
699,False,unit class
701,False,"the trust deed for each of the fund permit unit to be issu in a varieti of classes. class of unit are differenti by their charg structures, entri and redempt requir and minimum subsequ invest and hold requirements. the right repres by unit are those of a benefici interest under a trust."
703,False,"the fund may issu incom and accumul units, although not necessarili both incom and accumul unit are current in issu for everi fund. detail of the class of unit current avail in respect of each fund, includ detail of their elig criteria for investment, subscript and redempt requir and minimum subsequ invest and hold requir and charg structure, are set out in appendix a."
705,False,holder of incom unit are entitl to be paid the distribut incom attribut to such unit on ani relev interim and annual alloc dates.
707,False,holder of accumul unit do not receiv payment of income. ani incom aris in respect of an accumul unit is automat accumul back into the fund and is reflect in the price of each accumul unit.
709,False,"where the fund have differ classes, each class may attract differ charg and so moni may be deduct from the scheme properti attribut to such class in unequ proportions. in these circumstances, the proportion interest of the class will be adjust accordingly."
711,False,a unit hold may includ a fraction of a unit.
713,False,the fund may issu differ class of units. class of unit are distinguish by their criteria for subscript and fee structur - see appendix a.
715,False,"further class of unit may be establish from time to time by the manag with the agreement of the truste and in accord with the trust deed for the relev fund and the coll sourcebook. on the introduct of ani new class, either a revis prospectu or a supplement prospectu will be prepared, set out the detail of each class."
719,False,the currenc of each new class of unit will be set out in the prospectu when ani such new class of unit is issued.
721,False,unit do not carri preferenti or pre-empt right to acquir further units.
722,False,benefici ownership
723,False,the natur of the right of the unithold repres by the unit is that of a benefici interest under a trust.
725,False,vote right
726,False,vote right attach to each class of unit are as describ in section 18.
728,False,compulsori redempt
729,False,unit may be compulsorili redeem in the circumst describ in section 11.7.
731,False,"purchase, redempt and switch of unit"
735,False,"request for the purchase, redempt and switch of unit are normal dealt with by the issu or cancel of unit by the truste on the instruct of the manager. however, in certain circumst the manag may, in accord with the coll sourcebook, deal with such request by sell unit to, and/or repurchas them from, the applicant, as appropriate. the manag is entitl to hold unit for it own account and to satisfi request for the sale of unit from it own holding; it is requir by the coll sourcebook to procur the issu or cancel of unit by the fund where necessari to meet ani oblig to sell or redeem units."
737,False,"if on receiv instruct from the manag to issu or cancel unit in a fund, the truste is of the opinion that it is not in the interest of the unithold that the unit should be issu or cancel either at all or in the number instruct by the manag the truste must give notic to the manag that it refus to issue, or as the case may be cancel, all, or a specifi number of the units."
739,False,the manag is under no oblig to account to a fund or to unithold for ani profit it make on the issu of unit or on the reissu or cancel of unit which it ha redeem and will not do so.
741,False,all payment receiv by the manag from applic are bank into a client money account no later than the busi day after they are received. a client money account is a current or deposit account at a bank that is open in the manager’ name. it titl will also includ an appropri descript to indic that the manag hold onli clients' money in accord with the manager’ regulatori responsibilities. each client money account is use to hold the money of one or more clients. client money account are held with the royal bank of scotland plc or such other bank or authoris institut as the manag may nomin from time to time. the manag is not respons for ani act or omiss by the bank hold the client money. unitholders’ money will be held in a client money account until the fund settlement date with the trustee. unitholders’ money will also be held in a client money account when a unithold is take money out of a fund. the sale proce of a unitholder’ withdraw instruct will be transfer to a client money account when the manag ha receiv these from the trustee. thi will be done within four busi day from the valuat point at which the unitholder’ unit are sold. from that date it is the unitholder’ money and is
743,False,"held and protect in a client money account, it cannot be use by the manag for ani other purpose."
744,False,"the money will be retain in a client money account until the manag is abl to releas the payment to the unitholder. withdraw payment will be paid in sterl from a client money account. where the manag hasn’t been provid with suffici payment details, the manag will make reason effort to contact the unithold or the unitholder’ person representative, as appropriate, and confirm them befor ani payment is made. whilst the manag is wait for ani such queri to be resolved, the money will be held in a client money account and no interest will be paid. the manag may delay payment of the withdraw proce if it reason believ that it should delay payment for the unitholder’s, or the unitholder’ person representative’s, protect (such as to prevent fraud) or as requir by law. the unithold will not be entitl to ani interest earn on amount held in a client money account unless the manag advis the unithold otherwise. the manag hold ani money in a client money account separ from it own money. if, as a result of the insolv of the bank hold the client money, or the insolv of the manager, or otherwise, there is a shortfal in the money held in a client money account, the unithold will suffer ani shortfal in the same proport as the unitholder’ share of the money held in the client money accounts. in thi event, the unithold may be entitl to compens under the financi servic compens scheme."
748,False,applic
749,False,"deal are at forward price i.e. at a price calcul by refer to the next valuat point follow receipt of an application. unit to satisfi an applic receiv befor the valuat point (see section 12 for detail of the valuat points) on a deal day will be sold at a price base on that day’ valuat point and unit to satisfi an applic receiv after that time, or on a day which is not a deal day, will be sold at a price calcul at the valuat point on the next deal day. each busi day will constitut a deal day."
751,False,"in respect of class of unit, unit may also be purchas by:"
753,False,"write to legal & gener invest at po box 6080, wolverhampton, wv1 9rb;"
755,False,via the legal & gener websit www.legalandgeneral.com for class r units;
757,False,by telephon applic to the unit trust dealer on 0370 050 0955 between 8.30 a.m. and 6.00 p.m. (an earlier closur may occasion apply) on busi days; or
759,False,by place a valid deal instruct via an electron trade system that is support by legal & gener (unit trust managers) limited.
760,False,"*pleas note that the manag may record telephon call for record keeping, secur and/or train and monitor purpos and to confirm investors’ instructions. record will be provid on request for a period of at least five year from the date of such recording, or, where request by a compet regulatori authority, for a period of seven years, where we can identifi the call come from you. if you ask us to send you a record of a particular call, we may ask for further inform to help us identifi the exact call to which your request relates."
763,False,"the manag ha the right to reject, on reason ground relat to the circumst of the applicant, ani applic for unit in whole or in part, and in thi event the manag will return ani money sent, or the balanc of such monies, at the risk of the applicant. in that event applic money or ani balanc will be return to the applic by post at hi or her risk."
765,False,"the fund and the manag are subject to the money laundering, terrorist financ and transfer of fund (inform on the payer) regul 2017 (the “money launder regulations”) and the manag may in it absolut discret requir verif of ident from ani person appli for unit (the “applicant”) including, without limitation, ani applic who:"
767,False,"tender payment by way of cheque, banker’ draft, payment card or electron payment on an account in the name of a person or person other than the applicant; or"
769,False,appear to the manag to be act on behalf of some other person; or
771,False,the ultim benefici owner of the fund to be invest in a fund.
773,False,"in the former case verif of the ident of the provid of fund may be requir in addit to the applicant. in the latter cases, verif of the ident of ani person on whose behalf the applic appear to be act may be required."
775,False,"in order to establish the ident of new applic and exist unithold for the abov purposes, the manag may, in addit to request proof of ident from applicants, unithold and connect third parties, use refer agenc to search sourc of inform relat to a unitholder, applic or connect third parti (an ident search). thi will not affect the individuals' credit rating."
777,False,applic will not be acknowledg but a contract note will be sent to the applic (or the first name applic in the case of joint applications) on or befor the busi day next follow the relev deal day. where the total price payabl for all unit for which the applic is made would includ a fraction of one penni it will be round up or down to the nearest penny.
779,False,registr will take place after receipt of payment provid that:
782,False,the applic ha suppli all such inform about the propos holder as will enabl the registrar to regist the holding;
784,False,the manag ha receiv the purchas price or other consider for the issu of units; and
786,False,"ani period dure which the purchas ha a right, under rule made under the fca handbook, to cancel the agreement to purchas unit ha expired."
787,False,"if an applic default in make ani payment in money, or by way of a transfer of property, due to the manag in respect of the sale or issu of units, the truste is entitl to make ani necessari amend to the regist and the manag will becom entitl to the unit in place of the applicant, subject, in the case of an issu of units, to the manager’ payment of the purchas price to the trustee. the manag reserv the right to cancel invest for which settlement is not received, or fail to clear, and to recov from an applicant, the amount of ani decreas in valu of the invest if thi occurs."
790,False,"there is a corpor crimin offenc in forc in the unit kingdom which is broad in scope and target the failur by a ‘relev body’ to prevent a person act on it behalf from facilit tax evas (whether by an individu or legal entity). if it can be demonstr that reason prevent procedur were in place which were design to prevent such facilit occurring, the relev bodi will not be guilti of a crimin offence. the manag reserv the right to adopt such practic and procedur as it deem at ani point necessari to avoid commit an offenc under the legislation."
792,False,in speci applic
793,False,"the manag may, at it discretion, arrang for the issu of unit in exchang for asset other than cash, but will onli do so where the truste ha taken reason care to determin that the fund’ acquisit of those asset in exchang for the unit concern is not like to result in ani materi prejudic to the interest of holder or potenti holder of unit in the fund concerned. the manag ha in place an intern polici for accept subscript in speci (such polici is avail upon request from the manager). where the manag consid the deal to be substanti in relat to the total size of the fund, it may requir the investor to contribut in specie."
794,False,the manag will ensur that the benefici interest in the asset is transfer to the fund with effect from the issu of the units.
795,False,the manag will not issu unit in ani fund in exchang for asset the hold of which would be inconsist with the invest object or polici of that fund.
797,False,minimum initi purchas and subsequ invest
798,False,the minimum subscript amount for each purchas of unit of a particular class of a fund as well as the minimum subscript amount for each subsequ invest is detail in appendix a as is the minimum of each subsequ investment. the manag may at it sole discret accept subscript lower than the minimum amount set out in appendix a.
800,False,minimum hold
802,False,the minimum valu of unit which an investor may hold for each class of a fund is detail in appendix a. these minimum valu of unit may be waiv from time to time in the discret of the manager.
804,False,"if follow a redemption, cancellation, switch or transfer, a unitholder’ hold in ani unit class fall below the minimum hold for that class, the manag ha discret to effect either a redempt of that unitholder’ entir hold in that unit class or switch the unitholder’ entir hold into anoth unit class with a lower minimum hold (if available). the manag may use thi discret at ani time. failur to do so immedi after such redemption, cancellation, switch or transfer will not constitut a waiver of thi right."
806,False,the valu of unit for thi purpos is calcul by refer to their current price. the minimum hold requir will not be treat as be breach if the valu of unit held fall below the relev minimum sole as a result of a fall in the unit price.
810,False,regular save plan
812,False,a regular save plan is avail in respect of certain class in certain funds. pleas see appendix a for details. ani further inform on how to invest through the regular save plan is avail from the manager.
814,False,"where payment is by direct debit and unit are purchas monthli only, accumul unit are immedi available. onc unit to the valu of £500 have been purchas the accumul unit may be switch to income/distribut units."
815,False,cancel right
816,False,"an applic who is entitl to cancel and doe so will not get a full refund of the money paid by him or her if the purchas price of the unit fall befor the cancel notic is receiv by the registrar (on behalf of the manager), becaus an amount equal to such fall (the “shortfall”) will be deduct from the refund he or she would otherwis receive. where the purchas price ha not yet been paid the applic will be requir to pay the amount of the shortfal to the manager. the deduct doe not appli where the servic of the notic of the right to cancel preced the enter into of the agreement. cancel right must be exercis by post a cancel notic to the registrar (on behalf of the manager) to it offic legal & gener investments, po box 6080, wolverhampton wv1 9rb on or befor the 14th day after the date on which the applic receiv the notic of the right to cancel."
820,False,applic
822,False,"unit in a fund may be redeem on ani deal day. deal are at forward price as explain under “purchase” above. unit to be redeem pursuant to a redempt request receiv befor the valuat point of a fund on a deal day will be redeem at a price base on that day’ valuat point and unit to be redeem pursuant to a redempt request receiv after that time, or on a day which is not a deal day, at a price calcul at the valuat point on the next deal day. each busi day will constitut a deal day."
824,False,"in relat to defer redemptions, if request redempt at a valuat point exceed 10% of a fund’ value, in order to protect the interest of continu unithold the redempt may be defer to the next valuat point in accord with procedur that ensur the consist treatment of unithold who have sought to redeem at that valuat point. the procedur are that to the extent redempt request are deferred, deferr will be pro-rata base on the valu of unit be redeem (provid that the manag may determin in it discret a valu threshold below which all redempt will be effected, and abov which the forego pro-rata deferr shall apply) and that all deal relat to an earlier valuat point are complet befor those relat to a later valuat point."
826,False,"request to redeem unit may be made by applic in write to the manager, or by telephon applic to the unit trust dealer on 0370 050 0955 between 8.30 a.m. and 6.00"
828,False,p.m. (an earlier closur may occasion apply) on busi day or by place a valid deal instruct via an electron trade system that is support by the manager. redempt instruct are irrevocable. the manag may refus a redempt instruct if it ha reason ground to do so.
832,False,"a redempt contract note will be sent on or befor the busi day next follow the relev deal day, togeth where applic with a form of renunci for complet and execut by the unithold or unitholders. where the total consider for the transact would includ a fraction of one penni it will be round up or down to the nearest penny. the redempt proce will be paid not later than the close of busi on the fourth busi day after the later of the follow times:"
834,False,the valuat point immedi follow the receipt by the registrar of the request to redeem the units; and
836,False,"the time when the registrar (or the manager, as the case may be) ha receiv the form of renunci (or other suffici instructions) duli sign by the relev unithold or unithold togeth with such evid as the manag may law requir as proof of the ident of the unithold and all other duli execut instrument and authoris as effect (or enabl the registrar to effect) transfer of titl to the units."
837,False,"but neither the trustee, the manag nor the registrar is requir to make payment in respect of a redempt of unit where the money due on the earlier issu of those unit ha not yet been receiv or where the registrar consid it necessari to carri out or complet identif procedur in relat to the holder or anoth person pursuant to a statutory, regulatori or european commun oblig (such as the money launder regulations)."
838,False,in speci redempt
840,False,"if a unithold request the redempt of units, the manag may at it discretion, where it consid the deal to be substanti in relat to the total size of the fund concern or in some way advantag or detriment to the fund, arrange, have given prior notic in write to the unitholder, that in place of payment for the unit in cash, the fund transfer properti or, if requir by the unitholder, the net proce of sale of the relev property, to the unitholder. befor the redempt proce of the unit becom payable, the manag must give written notic to the unithold that the relev properti or the proce of sale of the relev properti will be transfer to that unithold so that the unithold can acquir the net proce of redempt rather than the relev properti if he so desires."
842,False,"for thi purpose, the manag may consid a deal to be substanti if the relev unit constitut 5% (or a lesser or higher percentag if consid appropriate) of those in issu in the relev fund. some fund may have a higher or lower threshold at which the manag may consid a deal substantial. where there is a differ threshold for the"
844,False,"purpos of thi in speci redempt provis in respect of a fund, thi is specifi in appendix a."
847,False,the manag will select the properti to be transfer in consult with the truste but will onli do so where the truste ha taken reason care to ensur the properti concern is not like to result in ani materi prejudic to the interest of unitholders.
848,False,minimum redempt
849,False,"unless the manag in it discret allow otherwise, a redempt request may not be made in respect of some onli of the investor’ unit of a fund if:"
852,False,it would result in a hold in a unit class of less than the minimum hold in relat to that unit class (see appendix a); or
854,False,it relat to unit of the fund have a valu (calcul by refer to their current price) of less than the minimum withdraw amount detail in appendix a.
857,False,"if applicable, a holder of unit in a fund may at ani time switch all or some of hi or her unit from one fund (“old units”) for unit of anoth fund (“new units”). the number of new unit issu will be determin by refer to the respect price of new unit and old unit at the valuat point applic at the time the old unit are repurchas and the new unit are issued."
859,False,"unithold may be requir to provid written instruct to the manag (which, in the case of joint unithold must be sign by all the joint unitholders) befor a switch is effected. switch may be effect in the same way as redempt (a set out in section 11.3 above). a switch to be made pursuant to a request receiv befor the valuat point, on a day which is a deal day, will be effect at price base on that day’ valuat points. where a request is receiv after that time, or on a day which is not a deal day, the switch will be effect at a price calcul on the valuat point on the next such deal day."
861,False,a contract note give detail of the switch will be sent on or befor the busi day next follow the relev deal day.
863,False,a switch unithold must be elig to hold the unit into which the switch is to be made.
865,False,"if the switch would result in the unithold hold a number of old unit or new unit of a valu which is less than the minimum holding, the manag may, if it think fit, convert the whole of the applicant’ hold of old unit to new unit or refus to effect ani switch of the old units. no switch will be made dure ani period when the right of unithold to requir the redempt of their unit is suspended. the gener provis on sell unit shall appli equal to a switch."
867,False,the manag may adjust the number of new unit to be issu to reflect the imposit of ani switch fee togeth with ani other charg or levi in respect of the issu or sale of the new unit or repurchas or cancel of the old unit as may be permit pursuant to the coll sourcebook.
871,False,"pleas note that, under current tax law, a switch of unit in one fund for unit in ani other fund or legal & gener scheme is treat as a redempt and sale and will, for person subject to unit kingdom taxation, be a realis for the purpos of unit kingdom taxat on chargeabl gains, although a switch of unit in one class in a fund for unit in anoth class in the same fund will not normal be deem to be a realis for the purpos of unit kingdom taxat on chargeabl gain in the unit kingdom."
873,False,a unithold who switch unit in one class or fund for unit in ani other class or fund or unit in ani other legal & gener scheme will not be given a right by law to withdraw from or cancel the transaction.
874,False,unit class convers
876,False,"if applicable, a holder of unit in a unit class in a fund (“old class units”) may exchang all or some of hi or her unit for unit of a differ unit class (“new unit class”). an exchang of old class unit for new class unit will be process as a convers (“unit class conversion”). unlik a switch, a convers of old class unit into new class unit will not involv a redempt and issu of shares. for the purpos of incom equalis the new class unit will receiv the same treatment as the old class units."
878,False,the number of new class unit issu will be determin by a convers factor calcul by refer to the respect price of new unit and old unit at the valuat point applic at the time the old class unit are convert to new class units.
880,False,"convers may be effect in the same way as redempt (a set out in section 11.3 above). a convers to be made pursuant to a request receiv befor the valuat point, on a day which is a deal day, will be effect at price base on that day’ valuat point. where a request is receiv after that time, or on a day which is not a deal day, the convers will be effect at a price calcul on the valuat point on the next such deal day."
882,False,a contract note give detail of the convers will be sent on or befor the busi day next follow the relev deal day.
884,False,a convert unithold must be elig to hold the unit into which the convers is to be made.
886,False,"if the convers would result in the unithold hold a number of old class unit or new class unit of a valu which is less than the minimum hold in the unit class concerned, the manag may, if it think fit, convert the whole of the applicant’ hold of old class unit to new class unit or refus to effect ani convers of the old units."
888,False,"pleas note that, under current tax law, a convers of unit between differ unit class will not be deem to be a realis for the purpos of capit gain taxation."
890,False,a unithold who convert their unit in one unit class to unit in a differ unit class will not be given a right by law to withdraw from or cancel the transaction.
892,False,"for the legal & gener fix interest trust and legal & gener high incom trust, the manag may also, in it sole discretion, convert some or all of the unit held by ani unithold from one class of unit to anoth class of units, provid that the term of the origin unit are substanti similar to the new unit and, in ani event, the convers doe not materi prejudic ani such unitholder. the manag will provid the unithold with 60 days’ prior notic"
